video_id,language,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50plus,gender_male,gender_female
XiqBv-hn6xQ,ko,0,0.05,0.15,0.3,0.3,0.2,0.1,0.9
zadKRhoRWQs,ko,0.05,0.05,0.1,0.3,0.3,0.2,0.3,0.7
PzU1xlCZ2_A,ko,0.0,0.05,0.3,0.4,0.15,0.1,0.6,0.4
zbyEuUYj1_4,ko,0.05,0.15,0.4,0.2,0.15,0.05,0.3,0.7
pn9xGdkR9Fg,ko,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6
MZPfqwN1a2s,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7
gHXcTj8nT6w,ko,0,0.1,0.2,0.3,0.3,0.1,0.4,0.6
3Wx9juyU6Fg,ko,0.05,0.35,0.4,0.1,0.05,0.05,0.65,0.35
BULdO0QmcNI,ko,0.0,0.05,0.2,0.25,0.25,0.25,0.3,0.7
Mbc1TbQqvgc,ko,0.0,0.05,0.3,0.5,0.1,0.05,0.6,0.4
Wr06HwKakhU,ko,0,0,0,0,0,0,0,0
KKQMdVbXbRE,ko,0.0,0.1,0.7,0.15,0.04,0.01,0.2,0.8
CmbsKGArjNE,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.3,0.7
-XBb4LSI_6c,ko,0.0,0.2,0.5,0.2,0.1,0.0,0.7,0.3
kJaTnl18WOc,ko,0.01,0.1,0.3,0.3,0.2,0.09,0.8,0.2
Hs99L1fb_S8,ko,0.01,0.1,0.5,0.25,0.1,0.04,0.6,0.4
pQZb5RAgj8U,ko,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6
3DvqcfcjY6w,ko,0.01,0.15,0.35,0.35,0.1,0.04,0.8,0.2
iCaY92oVVmI,ko,0.05,0.15,0.4,0.3,0.07,0.03,0.6,0.4
7wCLW8PAK5g,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.5,0.5
OExvM-mCg6A,ko,0.0,0.2,0.5,0.2,0.1,0.0,0.8,0.2
cRANc_O-EeE,ko,0,0,0,0,0,0,0,0
rG91hl3in_c,ko,0,0,0,0,0,0,0,0
H8O0Z2jIdzo,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.7,0.3
_ayVohHOLIs,ko,0.05,0.6,0.3,0.05,0,0,0.7,0.3
yhJffEa40Zw,ko,0.0,0.1,0.3,0.3,0.2,0.1,0.3,0.7
BOf4zkbd5eI,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.2,0.8
pE-62coP2dw,ko,0.0,0.2,0.5,0.25,0.05,0.0,0.1,0.9
z3y7N6uBZ4s,ko,0.005,0.15,0.3,0.35,0.15,0.045,0.55,0.45
v3RUdRFaU2s,ko,0,0.15,0.5,0.25,0.05,0.05,0.6,0.4
0vQrNLzzFSk,ko,0.0,0.05,0.25,0.3,0.25,0.15,0.8,0.2
yULgPt8RUy8,ko,0.0,0.05,0.1,0.3,0.4,0.15,0.2,0.8
rjhLqLOo3MI,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.7,0.3
aRiOj8dnW9Q,ko,0.0,0.05,0.05,0.15,0.45,0.3,0.6,0.4
y36lci5zXVY,ko,0.0,0.1,0.3,0.3,0.2,0.1,0.6,0.4
j1CqEj3awPg,ko,0.05,0.25,0.45,0.15,0.05,0.05,0.4,0.6
-3Qvb4coU5w,ko,0.0,0.0,0.05,0.15,0.25,0.55,0.3,0.7
zFsiQ3pG4jc,ko,0.01,0.05,0.2,0.4,0.2,0.14,0.7,0.3
bGil7Wxi1nA,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.6,0.4
V3p0vUK5V0k,ko,0.01,0.2,0.5,0.2,0.07,0.02,0.3,0.7
TGWiAEJoyp0,ko,0.1,0.5,0.3,0.05,0.03,0.02,0.4,0.6
0Wlygk-JFcs,ko,0.01,0.05,0.1,0.15,0.3,0.39,0.3,0.7
khGHeUaJRjw,ko,0.1,0.4,0.3,0.1,0.05,0.05,0.4,0.6
t2VNTalWAnM,ko,0.01,0.05,0.2,0.4,0.2,0.14,0.4,0.6
LP2tB4-euEA,ko,0.0,0.05,0.3,0.4,0.15,0.1,0.4,0.6
uUddfr5YIAI,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.7,0.3
ZHRLtOqESmw,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6
vmu-UUr86YU,ko,0,0,0,0,0,0,0,0
KGewOYXUCuI,ko,0.01,0.15,0.6,0.2,0.03,0.01,0.4,0.6
8rtUgrv8lIE,ko,0.05,0.1,0.25,0.35,0.15,0.1,0.4,0.6
Hjxlhh9sIWA,ko,0.0,0.2,0.5,0.2,0.1,0.0,0.6,0.4
KkRl420KeJE,ko,0.0,0.4,0.5,0.1,0.0,0.0,0.2,0.8
UDbmSOmIDxI,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.7,0.3
7gIY3Y9YO6g,ko,0.0,0.7,0.25,0.05,0.0,0.0,0.85,0.15
ZGsBD5F7r8E,ko,0.0,0.05,0.45,0.35,0.1,0.05,0.6,0.4
R5VCuWPS4Dg,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.85,0.15
EJWyxFC9_bM,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.6,0.4
If-1dh7D8jU,ko,0.005,0.15,0.5,0.25,0.07,0.025,0.4,0.6
kKSvOHqQfP4,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.5,0.5
3bH2SuRgKYk,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.7,0.3
P4gNS0Iiu0Q,ko,0.05,0.45,0.35,0.1,0.03,0.02,0.7,0.3
qZu34OnasoQ,ko,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6
1_dv0DqIQNE,ko,0.3,0.2,0.2,0.15,0.1,0.05,0.5,0.5
LKS-KW-3QHM,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
E0oRbZc6cNs,ko,0.0,0.0,0.15,0.35,0.3,0.2,0.2,0.8
Iu20KSocpsU,ko,0.0,0.05,0.1,0.35,0.3,0.2,0.7,0.3
vGlLrHlustM,ko,0.0,0.2,0.6,0.15,0.04,0.01,0.4,0.6
cUrXNWlVtDQ,ko,0,0,0,0,0,0,0,0
rAAo72EqDaE,ko,0.0,0.1,0.3,0.3,0.2,0.1,0.7,0.3
ckeIP6L8o0A,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.6,0.4
JvUOsnLSXzM,ko,0.0,0.15,0.5,0.25,0.1,0.0,0.4,0.6
XTocZE6y_Ac,ko,0.0,0.1,0.3,0.3,0.2,0.1,0.8,0.2
PN2FdFj3wiM,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.3,0.7
8GJSVDFWbsg,ko,0.0,0.1,0.6,0.2,0.05,0.05,0.4,0.6
HMSEjIm1IwA,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.4,0.6
cJ2UUHjYWXk,ko,0.05,0.2,0.3,0.25,0.15,0.05,0.4,0.6
R_mmdVUA6no,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.8,0.2
QI2-t797OBU,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.3,0.7
Wyx_qmHi_BM,ko,0.0,0.1,0.3,0.25,0.25,0.1,0.4,0.6
PVJHmDNMBj8,ko,0.0,0.0,0.05,0.1,0.25,0.6,0.4,0.6
KDNMTTqRxVc,ko,0.0,0.05,0.1,0.2,0.4,0.25,0.3,0.7
BSnIx4BY_Uk,ko,0.01,0.02,0.07,0.15,0.35,0.4,0.4,0.6
2LmBA1LnHTE,ko,0.1,0.7,0.15,0.03,0.01,0.01,0.3,0.7
RqKfnHrvP3g,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.3,0.7
_-u9m8e6ipA,ko,0.05,0.6,0.3,0.04,0.005,0.005,0.5,0.5
HNXIIabgvg8,ko,0.05,0.1,0.25,0.35,0.15,0.1,0.4,0.6
n2i74MHx8Zk,ko,0,0,0,0,0,0,0,0
kV3B9IGdXOA,ko,0,0,0,0,0,0,0,0
PBkQjQivkvg,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.4,0.6
xq-iPIVNGss,ko,0.0,0.05,0.15,0.3,0.35,0.15,0.7,0.3
fU3xSkB-TLU,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
GM4kSTC0lp8,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.6,0.4
rwSeTCfi-wI,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.6,0.4
43hVbkMEG5I,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.4,0.6
mZ29AbVNJ98,ko,0.01,0.05,0.7,0.15,0.05,0.04,0.4,0.6
CFlY6TH-fCk,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.6,0.4
DA1Eu5frDqU,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
GqbZUALKZpI,ko,0.0,0.05,0.1,0.15,0.3,0.4,0.4,0.6
uhBt5Lg1XRo,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.8,0.2
ds4wwP-MEqk,ko,0,0.05,0.35,0.4,0.15,0.05,0.2,0.8
geacIJ5V2e8,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
l7Q2iSGh7EY,ko,0,0,0,0,0,0,0,0
N6xR1fLDT-o,ko,0.05,0.7,0.15,0.05,0.03,0.02,0.4,0.6
-Dmt2dzRC40,ko,0.05,0.6,0.3,0.04,0.005,0.005,0.6,0.4
tPrDyA9cqSU,ko,0.01,0.05,0.1,0.3,0.3,0.24,0.4,0.6
tnTPaLOaHz8,ko,0.05,0.5,0.3,0.1,0.03,0.02,0.6,0.4
6AijxTkZxhQ,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6
6BtKGQycy-o,ko,0.05,0.15,0.25,0.25,0.2,0.1,0.4,0.6
2tMdRSkyTeM,ko,0.0,0.05,0.1,0.25,0.35,0.25,0.4,0.6
17hfML6sjWY,ko,0.0,0.15,0.5,0.3,0.04,0.01,0.6,0.4
2CDycr6Z9YM,ko,0.02,0.2,0.4,0.3,0.06,0.02,0.6,0.4
267KGvI2Cfo,ko,0.05,0.2,0.4,0.25,0.05,0.05,0.3,0.7
3BNytXup8fY,ko,0.05,0.35,0.3,0.15,0.1,0.05,0.4,0.6
zqT3RQTM2Qw,ko,0,0,0,0,0,0,0,0
W0Q8_8ZAgA8,ko,0.02,0.05,0.3,0.4,0.2,0.03,0.6,0.4
BWMRQzlnskE,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.9,0.1
z2sEXNnFmU8,ko,0.05,0.15,0.5,0.2,0.05,0.05,0.7,0.3
5sm8ZAlVtZE,ko,0.01,0.7,0.25,0.03,0.01,0,0.7,0.3
SpXy_xu0Gww,ko,0.01,0.05,0.15,0.35,0.3,0.14,0.8,0.2
8N4a90kVefs,ko,0.0,0.05,0.05,0.2,0.4,0.3,0.4,0.6
YcQ0gXa9XJo,ko,0.05,0.1,0.4,0.25,0.15,0.05,0.3,0.7
4YAhrogxHHM,ko,0.0,0.1,0.3,0.4,0.2,0.0,0.3,0.7
0L17gc74MX4,ko,0.02,0.1,0.25,0.35,0.2,0.08,0.7,0.3
YMWzNR-MObM,ko,0.05,0.15,0.3,0.35,0.1,0.05,0.75,0.25
AazsRi6TaXc,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.6,0.4
1XB_lVIDGZ4,ko,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7
IVsIecuNPP4,ko,0.05,0.15,0.4,0.3,0.05,0.05,0.6,0.4
bcBknlu63z4,ko,0,0,0,0,0,0,0,0
bQBoHoEfxrM,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.3,0.7
bKA1vwP_zyM,ko,0.0,0.0,0.1,0.2,0.25,0.45,0.4,0.6
owAmUbnnsCc,ko,0.05,0.4,0.4,0.1,0.03,0.02,0.7,0.3
uYaLcUuxZUA,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.5,0.5
_9IK-4R2cyk,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.45,0.55
mdrZR78YGEw,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.6,0.4
l2aUIMGMKPg,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6
YtwD1oMkv2M,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.4,0.6
pu5WsuDe7jg,ko,0,0.05,0.25,0.5,0.15,0.05,0.7,0.3
f6J-nNeeOWw,ko,0.01,0.05,0.1,0.25,0.35,0.24,0.2,0.8
boq0LA2lGSQ,ko,0.05,0.25,0.4,0.2,0.05,0.05,0.5,0.5
06wGvxia5ZY,ko,0.05,0.7,0.2,0.03,0.01,0.01,0.4,0.6
kgkAzVx7WyM,ko,0.05,0.2,0.35,0.25,0.1,0.05,0.7,0.3
lE7W0j_RqNM,ko,0.4,0.3,0.2,0.05,0.03,0.02,0.3,0.7
Ha3t38hjKkY,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.2,0.8
Or0V1U3jEkI,ko,0.0,0.0,0.1,0.3,0.3,0.3,0.5,0.5
FtznlBG5QR8,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.7,0.3
jJKHTJy_eek,ko,0.0,0.15,0.5,0.25,0.1,0.0,0.3,0.7
eDG6yL3XUks,ko,0.01,0.3,0.5,0.15,0.03,0.01,0.7,0.3
WBfT2J4ZTBQ,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.7,0.3
XOX0k8n0Db0,ko,0.01,0.6,0.3,0.07,0.01,0.01,0.2,0.8
o7J83pS83aI,ko,0.0,0.05,0.1,0.35,0.4,0.1,0.9,0.1
R82-MZQ4cT0,ko,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6
UId224zURD4,Japanese (auto-generated),0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
U_rHZFy6PJo,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7
7FwKTtx9ESU,ko,0,0,0,0,0,0,0,0
u1i_GTpuhUc,ko,0.05,0.5,0.3,0.1,0.03,0.02,0.6,0.4
RCeWMVOx35I,ko,0.4,0.3,0.2,0.05,0.03,0.02,0.5,0.5
DJaMZqCbqdo,ko,0.0,0.1,0.3,0.5,0.1,0.0,0.3,0.7
lpCGSnUADIs,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
dgJq-kbkCPA,ko,0.01,0.02,0.05,0.1,0.17,0.65,0.4,0.6
Dwq3unKE1vs,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.6,0.4
LsKcMV7hfPY,ko,0.01,0.1,0.4,0.3,0.15,0.04,0.6,0.4
4VkuWJrT5EU,Japanese (auto-generated),0.01,0.2,0.5,0.2,0.07,0.02,0.6,0.4
wCNjTjWd100,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
KyNdN6IjVy8,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.6,0.4
Tp9--CWzNRc,ko,0,0,0,0,0,0,0,0
mAjsF4UTg8g,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
uVunkEp0q9Q,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.6,0.4
ryQybvIIu_M,ko,0.05,0.3,0.5,0.1,0.03,0.02,0.6,0.4
Ms4q5F5OX9E,ko,0.0,0.05,0.1,0.35,0.4,0.1,0.3,0.7
ZIRH3-murYU,Japanese (auto-generated),0,0.1,0.4,0.3,0.1,0.1,0.7,0.3
yzuTZ_GPdaQ,ko,0.0,0.1,0.3,0.3,0.2,0.1,0.4,0.6
LxIh_YTtDwY,ko,0,0,0,0,0,0,0,0
5PIWSjTRHJ8,ko,0,0.1,0.1,0.3,0.3,0.2,0.8,0.2
heP9JChlM8c,ko,0.7,0.2,0.05,0.03,0.01,0.01,0.5,0.5
Wl_QK6eoum8,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.1,0.9
croGBq_j-nI,ko,0,0,0,0,0,0,0,0
FCVUkCLYg8M,ko,0.05,0.55,0.3,0.05,0.03,0.02,0.6,0.4
TM_ReR56jdw,ko,0.0,0.1,0.4,0.4,0.1,0.0,0.3,0.7
GGYoiWUfxhY,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
WWXIzvTK7X4,Japanese (auto-generated),0.05,0.2,0.35,0.3,0.08,0.02,0.6,0.4
ly08nM2tZwU,ko,0.05,0.25,0.5,0.15,0.03,0.02,0.4,0.6
FkjSUo-vr58,ko,0.0,0.05,0.1,0.15,0.3,0.4,0.4,0.6
SycRQDYJnpw,ko,0.05,0.05,0.1,0.2,0.3,0.3,0.4,0.6
iB_BQqwlYUo,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7
-7BDCgplfCk,ko,0.0,0.1,0.2,0.35,0.25,0.1,0.3,0.7
XfFFOoGbxNw,ko,0.01,0.55,0.4,0.03,0.01,0,0.7,0.3
Cfzt-pLB49M,ko,0.05,0.15,0.35,0.25,0.1,0.1,0.6,0.4
-e22pc6s0dk,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.3,0.7
7P_uJu90ee8,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.9,0.1
i-7iFubp8cg,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.35,0.65
Skin_UCGBG4,ko,0.0,0.05,0.4,0.35,0.15,0.05,0.6,0.4
vxe9yF16weQ,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.2,0.8
azV0AUFP9_E,ko,0.0,0.0,0.1,0.2,0.3,0.4,0.3,0.7
e9RkJSQMFbo,Italian (auto-generated),0.0,0.05,0.25,0.35,0.25,0.1,0.65,0.35
JzLcTv9JLp8,ko,0.05,0.3,0.45,0.15,0.04,0.01,0.4,0.6
iqpDrjmcbmE,ko,0.0,0.7,0.25,0.05,0.0,0.0,0.3,0.7
OEHCj5jiH2Y,ko,0.01,0.05,0.15,0.3,0.3,0.19,0.3,0.7
jOOXtRpBac4,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.7,0.3
ASQQ6rN4oeg,ko,0,0,0,0,0,0,0,0
ExJf59ankJo,ko,0.05,0.1,0.35,0.3,0.15,0.05,0.4,0.6
g93BKdzqsk8,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.65,0.35
zSIpGdP2iHA,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.2,0.8
zWrfBEYmoyE,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6
TWLRjua6_6w,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7
Gk8L8XWgxwA,ko,0.005,0.025,0.15,0.4,0.3,0.12,0.7,0.3
VemUwVr0jvU,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.4,0.6
HZg5vYYOOMU,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.6,0.4
ADHXXh07v90,ko,0,0,0,0,0,0,0,0
ySHuUrwxhd4,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
rAy_wwlpkTo,ko,0.1,0.3,0.4,0.15,0.04,0.01,0.6,0.4
bBedhNmx-a4,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.6,0.4
4b9fWj7xaDg,ko,0.05,0.1,0.3,0.4,0.1,0.05,0.3,0.7
vdSSdmIu0d8,ko,0.01,0.1,0.35,0.3,0.15,0.09,0.4,0.6
lvdR02UQJ0s,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.6,0.4
3p-xP16-LrI,ko,0.01,0.02,0.07,0.2,0.3,0.4,0.4,0.6
7080VdSLoDQ,ko,0.0,0.05,0.25,0.5,0.15,0.05,0.3,0.7
UL7eCeuixIo,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.8,0.2
3mlbnDi7KGA,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.4,0.6
nnv_ALXHvPQ,ko,0.0,0.05,0.15,0.3,0.35,0.15,0.4,0.6
8GKFdSi1lSw,ko,0.02,0.1,0.4,0.3,0.15,0.03,0.4,0.6
uGTyPXGtDPE,ko,0.05,0.15,0.35,0.25,0.15,0.05,0.3,0.7
bgZxipIQNlo,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.5,0.5
SRtqk2uINYI,ko,0,0.05,0.15,0.3,0.3,0.2,0.6,0.4
C9wwckEXxss,ko,0.0,0.2,0.5,0.2,0.07,0.03,0.4,0.6
NWKZbV-YxmM,ko,0.05,0.7,0.2,0.03,0.01,0.01,0.4,0.6
jyGh7olhCJw,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7
II5cueUBTkw,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.65,0.35
77AsImTSzok,ko,0.05,0.2,0.4,0.2,0.1,0.05,0.6,0.4
9N7wL3-riAI,ko,0.1,0.4,0.3,0.15,0.05,0.0,0.5,0.5
74lMQKCNHlQ,ko,0,0.05,0.15,0.4,0.3,0.1,0.6,0.4
W-PGvw6EyFI,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.6,0.4
4nEjm3ou0UM,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.4,0.6
FkyZ8qMGG_Q,ko,0.05,0.1,0.15,0.3,0.25,0.15,0.3,0.7
eBP4X7pMmiE,ko,0.05,0.7,0.2,0.05,0,0,0.4,0.6
7zPxJCn55OA,ko,0.01,0.05,0.4,0.3,0.15,0.09,0.65,0.35
e116utzMpcw,ko,0.0,0.05,0.4,0.35,0.15,0.05,0.7,0.3
5Kxirgnzosw,ko,0,0.05,0.15,0.3,0.3,0.2,0.6,0.4
_uA9yFXEW7s,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.5,0.5
lPRajdEQCS0,ko,0.0,0.05,0.15,0.5,0.25,0.05,0.3,0.7
jVk58AuQwaI,ko,0.05,0.2,0.5,0.15,0.05,0.05,0.3,0.7
hV7tdJQxkqY,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
BPn0qZUlPaM,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.5,0.5
BlM99QLIsvE,ko,0.0,0.0,0.0,0.1,0.5,0.4,0.2,0.8
KgA81PQCAmI,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.3,0.7
gFoLkudPvZA,ko,0.0,0.0,0.1,0.3,0.4,0.2,0.4,0.6
6DBtz2enWSA,ko,0.05,0.4,0.35,0.1,0.05,0.05,0.4,0.6
hrGP7LpcqbI,ko,0.05,0.5,0.35,0.05,0.03,0.02,0.6,0.4
OPUTLWhhqCo,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.6,0.4
l3zhHmZgcqg,ko,0.05,0.15,0.2,0.4,0.15,0.05,0.6,0.4
B6--rb8MwJk,ko,0.0,0.05,0.15,0.35,0.25,0.2,0.85,0.15
OQ45JX_vZzQ,ko,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.7
cEp_GRhEmpY,ko,0.01,0.05,0.3,0.5,0.1,0.04,0.4,0.6
gdsUKphmB3Y,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.7,0.3
3xq6_n3npFk,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.6,0.4
7oQncu-LB0M,ko,0.01,0.1,0.5,0.3,0.07,0.02,0.6,0.4
7mT4R55o37E,ko,0.05,0.35,0.4,0.15,0.03,0.02,0.5,0.5
MrGyY10SiJk,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.7,0.3
21rHMIlEJEg,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.2,0.8
2SYNX58NUAY,ko,0.05,0.1,0.25,0.3,0.2,0.1,0.4,0.6
87kzzs5NysQ,ko,0.0,0.01,0.05,0.1,0.34,0.5,0.4,0.6
RDypwcB7ONY,ko,0.0,0.7,0.25,0.05,0.0,0.0,0.4,0.6
VtJ_2SbYoIM,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7
t4vSHScdwRY,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7
h8W-TTUu7Yo,ko,0.0,0.0,0.1,0.2,0.3,0.4,0.3,0.7
Uqm_NaxaD8M,ko,0.02,0.1,0.2,0.3,0.25,0.13,0.7,0.3
t2FgBHVm9cM,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
wylwr5TfCK4,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.8,0.2
183Tzz1htyI,ko,0,0.15,0.3,0.35,0.15,0.05,0.4,0.6
8_8asbBkE28,ko,0.0,0.7,0.25,0.03,0.02,0.0,0.3,0.7
PmDWGkPjtfQ,ko,0.05,0.5,0.35,0.05,0.03,0.02,0.3,0.7
fC8i2X5QEdg,ko,0.05,0.15,0.4,0.3,0.07,0.03,0.3,0.7
myJF-m8JvoE,ko,0.0,0.05,0.25,0.35,0.25,0.1,0.7,0.3
z9Xu9udrF88,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.4,0.6
ir2VM34ZCvI,ko,0.05,0.2,0.5,0.2,0.04,0.01,0.8,0.2
CG4FVTRPq0U,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7
GPEXwn27Wcc,ko,0.01,0.05,0.15,0.2,0.3,0.29,0.4,0.6
fVWni-TBugE,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.6,0.4
kaqutVTtj7k,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.7,0.3
9PICPdQJG0s,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.7,0.3
R1DKEY7SPuQ,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6
4BB1VU_Xk3U,ko,0,0.1,0.4,0.3,0.15,0.05,0.6,0.4
rt2JhPiJ-Oo,ko,0.01,0.05,0.2,0.3,0.3,0.14,0.7,0.3
rpsBmhqsbOk,ko,0.05,0.25,0.35,0.2,0.1,0.05,0.4,0.6
Hb8xQ5cxnG8,ko,0.0,0.2,0.4,0.3,0.1,0.0,0.8,0.2
UdXjzzjTBhc,ko,0.0,0.05,0.1,0.2,0.3,0.35,0.4,0.6
WY-m-ynvtWU,ko,0.01,0.05,0.3,0.4,0.15,0.09,0.6,0.4
0i0NxEusJKs,ko,0.05,0.2,0.4,0.2,0.1,0.05,0.7,0.3
UKaYrd6M-GQ,ko,0.01,0.05,0.15,0.35,0.3,0.14,0.4,0.6
9iwe5f5bS4s,ko,0.05,0.6,0.25,0.05,0.03,0.02,0.3,0.7
Db4-uxXQniE,ko,0.01,0.05,0.25,0.4,0.2,0.09,0.6,0.4
mWNfw6UtL8E,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.9,0.1
7eq-fZPPUkY,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.5,0.5
qSYxQWvNXnM,ko,0.01,0.1,0.3,0.3,0.2,0.09,0.6,0.4
4f8DZ1rtBZo,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
8SgZbrGzi5A,ko,0.0,0.05,0.1,0.3,0.35,0.2,0.6,0.4
eEaQgZoY064,ko,0.01,0.55,0.35,0.05,0.03,0.01,0.6,0.4
zajUgQLviwk,ko,0.05,0.4,0.3,0.15,0.07,0.03,0.6,0.4
yxoO7a2RCnw,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
okVinOhy-NQ,ko,0.0,0.1,0.4,0.35,0.1,0.05,0.6,0.4
Jd9S_0tmiTo,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
RiziS5qadd4,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6
dZZ8WWdLUeU,ko,0.01,0.05,0.15,0.4,0.3,0.09,0.3,0.7
XXXzX2-xQbQ,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.4,0.6
fcS8BafmE18,ko,0.01,0.05,0.25,0.3,0.25,0.14,0.6,0.4
